gene_symbol	source	source_group	label_type	priority_axis	is_positive	is_validation_source	notes
CXCR1	chembl_clinical	drug	database_evidence	clinical	1	1	
CXCR2	chembl_clinical	drug	database_evidence	clinical	1	1	
CXCR4	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP11A1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP11B1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP11B2	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP17A1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP19A1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP26A1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP3A4	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP3A43	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP3A5	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP3A7	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP46A1	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP51	chembl_clinical	drug	database_evidence	clinical	1	1	
CYP51A	chembl_clinical	drug	database_evidence	clinical	1	1	
CYSLTR1	chembl_clinical	drug	database_evidence	clinical	1	1	
DACA	chembl_clinical	drug	database_evidence	clinical	1	1	
DACB	chembl_clinical	drug	database_evidence	clinical	1	1	
DACC	chembl_clinical	drug	database_evidence	clinical	1	1	
DAP	chembl_clinical	drug	database_evidence	clinical	1	1	
DBH	chembl_clinical	drug	database_evidence	clinical	1	1	
DDB1	chembl_clinical	drug	database_evidence	clinical	1	1	
DDC	chembl_clinical	drug	database_evidence	clinical	1	1	
DDL	chembl_clinical	drug	database_evidence	clinical	1	1	
DDR2	chembl_clinical	drug	database_evidence	clinical	1	1	
DFRA	chembl_clinical	drug	database_evidence	clinical	1	1	
DGAT1	chembl_clinical	drug	database_evidence	clinical	1	1	
DHCR24	chembl_clinical	drug	database_evidence	clinical	1	1	
DHFR	chembl_clinical	drug	database_evidence	clinical	1	1	
DHFR-TS	chembl_clinical	drug	database_evidence	clinical	1	1	
DHOD	chembl_clinical	drug	database_evidence	clinical	1	1	
DHODH	chembl_clinical	drug	database_evidence	clinical	1	1	
DHPS	chembl_clinical	drug	database_evidence	clinical	1	1	
DIO1	chembl_clinical	drug	database_evidence	clinical	1	1	
DKK1	chembl_clinical	drug	database_evidence	clinical	1	1	
DLL3	chembl_clinical	drug	database_evidence	clinical	1	1	
DLL4	chembl_clinical	drug	database_evidence	clinical	1	1	
DMD	chembl_clinical	drug	database_evidence	clinical	1	1	
DNMT1	chembl_clinical	drug	database_evidence	clinical	1	1	
DNMT3A	chembl_clinical	drug	database_evidence	clinical	1	1	
DNPEP	chembl_clinical	drug	database_evidence	clinical	1	1	
DPEP1	chembl_clinical	drug	database_evidence	clinical	1	1	
DPP4	chembl_clinical	drug	database_evidence	clinical	1	1	
DPRE1	chembl_clinical	drug	database_evidence	clinical	1	1	
DPYD	chembl_clinical	drug	database_evidence	clinical	1	1	
DRD1	chembl_clinical	drug	database_evidence	clinical	1	1	
DRD2	chembl_clinical	drug	database_evidence	clinical	1	1	
DRD3	chembl_clinical	drug	database_evidence	clinical	1	1	
DRD4	chembl_clinical	drug	database_evidence	clinical	1	1	
DRD5	chembl_clinical	drug	database_evidence	clinical	1	1	
DXR	chembl_clinical	drug	database_evidence	clinical	1	1	
DYRK1A	chembl_clinical	drug	database_evidence	clinical	1	1	
DYSTROPHIN	chembl_clinical	drug	database_evidence	clinical	1	1	
E-SELECTIN	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F1	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F2	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F3	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F4	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F5	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F6	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F7	chembl_clinical	drug	database_evidence	clinical	1	1	
E2F8	chembl_clinical	drug	database_evidence	clinical	1	1	
E7	chembl_clinical	drug	database_evidence	clinical	1	1	
ECE1	chembl_clinical	drug	database_evidence	clinical	1	1	
EDNRA	chembl_clinical	drug	database_evidence	clinical	1	1	
EDNRB	chembl_clinical	drug	database_evidence	clinical	1	1	
EEF1A2	chembl_clinical	drug	database_evidence	clinical	1	1	
EEF2	chembl_clinical	drug	database_evidence	clinical	1	1	
EFNB2	chembl_clinical	drug	database_evidence	clinical	1	1	
EGFL7	chembl_clinical	drug	database_evidence	clinical	1	1	
EGFR	chembl_clinical	drug	database_evidence	clinical	1	1	
EGLN1	chembl_clinical	drug	database_evidence	clinical	1	1	
EGLN2	chembl_clinical	drug	database_evidence	clinical	1	1	
EGLN3	chembl_clinical	drug	database_evidence	clinical	1	1	
EGR1	chembl_clinical	drug	database_evidence	clinical	1	1	
ELA2	chembl_clinical	drug	database_evidence	clinical	1	1	
ELANE	chembl_clinical	drug	database_evidence	clinical	1	1	
ELK1	chembl_clinical	drug	database_evidence	clinical	1	1	
ELK3	chembl_clinical	drug	database_evidence	clinical	1	1	
ELN	chembl_clinical	drug	database_evidence	clinical	1	1	
EMBA	chembl_clinical	drug	database_evidence	clinical	1	1	
EML4	chembl_clinical	drug	database_evidence	clinical	1	1	
ENDOSIALIN	chembl_clinical	drug	database_evidence	clinical	1	1	
ENDOSTATIN	chembl_clinical	drug	database_evidence	clinical	1	1	
ENG	chembl_clinical	drug	database_evidence	clinical	1	1	
ENPEP	chembl_clinical	drug	database_evidence	clinical	1	1	
ENPP2	chembl_clinical	drug	database_evidence	clinical	1	1	
ENPP3	chembl_clinical	drug	database_evidence	clinical	1	1	
ENR	chembl_clinical	drug	database_evidence	clinical	1	1	
ENV	chembl_clinical	drug	database_evidence	clinical	1	1	
EPAS1	chembl_clinical	drug	database_evidence	clinical	1	1	
EPCAM	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA1	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA10	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA2	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA3	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA4	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA5	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA6	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA7	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHA8	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHB1	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHB2	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHB3	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHB4	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHB6	chembl_clinical	drug	database_evidence	clinical	1	1	
EPHX2	chembl_clinical	drug	database_evidence	clinical	1	1	
EPIREGULIN	chembl_clinical	drug	database_evidence	clinical	1	1	
EPOR	chembl_clinical	drug	database_evidence	clinical	1	1	
ERAP1	chembl_clinical	drug	database_evidence	clinical	1	1	
ERAP2	chembl_clinical	drug	database_evidence	clinical	1	1	
ERBB2	chembl_clinical	drug	database_evidence	clinical	1	1	
ERBB3	chembl_clinical	drug	database_evidence	clinical	1	1	
ERBB4	chembl_clinical	drug	database_evidence	clinical	1	1	
EREG	chembl_clinical	drug	database_evidence	clinical	1	1	
ERG	chembl_clinical	drug	database_evidence	clinical	1	1	
ERG1	chembl_clinical	drug	database_evidence	clinical	1	1	
ERG11	chembl_clinical	drug	database_evidence	clinical	1	1	
ERG2	chembl_clinical	drug	database_evidence	clinical	1	1	
ERVW-1	chembl_clinical	drug	database_evidence	clinical	1	1	
ERVWE1	chembl_clinical	drug	database_evidence	clinical	1	1	
ESR	chembl_clinical	drug	database_evidence	clinical	1	1	
ESR1	chembl_clinical	drug	database_evidence	clinical	1	1	
ESR2	chembl_clinical	drug	database_evidence	clinical	1	1	
ESRRG	chembl_clinical	drug	database_evidence	clinical	1	1	
EXPORTIN-1	chembl_clinical	drug	database_evidence	clinical	1	1	
EZH2	chembl_clinical	drug	database_evidence	clinical	1	1	
F10	chembl_clinical	drug	database_evidence	clinical	1	1	
F11	chembl_clinical	drug	database_evidence	clinical	1	1	
F12	chembl_clinical	drug	database_evidence	clinical	1	1	
F13A1	chembl_clinical	drug	database_evidence	clinical	1	1	
F2	chembl_clinical	drug	database_evidence	clinical	1	1	
F2R	chembl_clinical	drug	database_evidence	clinical	1	1	
F2RL3	chembl_clinical	drug	database_evidence	clinical	1	1	
F3	chembl_clinical	drug	database_evidence	clinical	1	1	
F5	chembl_clinical	drug	database_evidence	clinical	1	1	
F7	chembl_clinical	drug	database_evidence	clinical	1	1	
F8	chembl_clinical	drug	database_evidence	clinical	1	1	
F9	chembl_clinical	drug	database_evidence	clinical	1	1	
FAAH	chembl_clinical	drug	database_evidence	clinical	1	1	
FAAH1	chembl_clinical	drug	database_evidence	clinical	1	1	
FABI	chembl_clinical	drug	database_evidence	clinical	1	1	
FAP	chembl_clinical	drug	database_evidence	clinical	1	1	
FAS	chembl_clinical	drug	database_evidence	clinical	1	1	
FASLG	chembl_clinical	drug	database_evidence	clinical	1	1	
FAU	chembl_clinical	drug	database_evidence	clinical	1	1	
FCER2	chembl_clinical	drug	database_evidence	clinical	1	1	
FCGR1A	chembl_clinical	drug	database_evidence	clinical	1	1	
FCGR2B	chembl_clinical	drug	database_evidence	clinical	1	1	
FCGR3A	chembl_clinical	drug	database_evidence	clinical	1	1	
FCGRT	chembl_clinical	drug	database_evidence	clinical	1	1	
FCRL5	chembl_clinical	drug	database_evidence	clinical	1	1	
FDFT1	chembl_clinical	drug	database_evidence	clinical	1	1	
FDPS	chembl_clinical	drug	database_evidence	clinical	1	1	
FFAR1	chembl_clinical	drug	database_evidence	clinical	1	1	
FFAR2	chembl_clinical	drug	database_evidence	clinical	1	1	
FGA	chembl_clinical	drug	database_evidence	clinical	1	1	
FGB	chembl_clinical	drug	database_evidence	clinical	1	1	
FGF1	chembl_clinical	drug	database_evidence	clinical	1	1	
FGF2	chembl_clinical	drug	database_evidence	clinical	1	1	
FGF23	chembl_clinical	drug	database_evidence	clinical	1	1	
FGFR1	chembl_clinical	drug	database_evidence	clinical	1	1	
FGFR2	chembl_clinical	drug	database_evidence	clinical	1	1	
FGFR3	chembl_clinical	drug	database_evidence	clinical	1	1	
FGFR4	chembl_clinical	drug	database_evidence	clinical	1	1	
FGG	chembl_clinical	drug	database_evidence	clinical	1	1	
FGR	chembl_clinical	drug	database_evidence	clinical	1	1	
FIBRONECTIN	chembl_clinical	drug	database_evidence	clinical	1	1	
FKBP1A	chembl_clinical	drug	database_evidence	clinical	1	1	
FLG	chembl_clinical	drug	database_evidence	clinical	1	1	
FLK1	chembl_clinical	drug	database_evidence	clinical	1	1	
FLNA	chembl_clinical	drug	database_evidence	clinical	1	1	
FLT1	chembl_clinical	drug	database_evidence	clinical	1	1	
FLT3	chembl_clinical	drug	database_evidence	clinical	1	1	
FLT4	chembl_clinical	drug	database_evidence	clinical	1	1	
FN1	chembl_clinical	drug	database_evidence	clinical	1	1	
FNTA	chembl_clinical	drug	database_evidence	clinical	1	1	
FNTB	chembl_clinical	drug	database_evidence	clinical	1	1	
FOLA	chembl_clinical	drug	database_evidence	clinical	1	1	
FOLH1	chembl_clinical	drug	database_evidence	clinical	1	1	
FOLP	chembl_clinical	drug	database_evidence	clinical	1	1	
FOLP1	chembl_clinical	drug	database_evidence	clinical	1	1	
FOLR1	chembl_clinical	drug	database_evidence	clinical	1	1	
FRK	chembl_clinical	drug	database_evidence	clinical	1	1	
FSHR	chembl_clinical	drug	database_evidence	clinical	1	1	
FTO	chembl_clinical	drug	database_evidence	clinical	1	1	
FTSI	chembl_clinical	drug	database_evidence	clinical	1	1	
FUS	chembl_clinical	drug	database_evidence	clinical	1	1	
FUSA	chembl_clinical	drug	database_evidence	clinical	1	1	
FXYD2	chembl_clinical	drug	database_evidence	clinical	1	1	
FYN	chembl_clinical	drug	database_evidence	clinical	1	1	
FZD1	chembl_clinical	drug	database_evidence	clinical	1	1	
FZD2	chembl_clinical	drug	database_evidence	clinical	1	1	
FZD5	chembl_clinical	drug	database_evidence	clinical	1	1	
FZD7	chembl_clinical	drug	database_evidence	clinical	1	1	
FZD8	chembl_clinical	drug	database_evidence	clinical	1	1	
GAA	chembl_clinical	drug	database_evidence	clinical	1	1	
GABBR1	chembl_clinical	drug	database_evidence	clinical	1	1	
GABBR2	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA1	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA2	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA3	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA4	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA5	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRA6	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRB1	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRB2	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRB3	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRD	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRE	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRG1	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRG2	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRG3	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRP	chembl_clinical	drug	database_evidence	clinical	1	1	
GABRQ	chembl_clinical	drug	database_evidence	clinical	1	1	
GAG	chembl_clinical	drug	database_evidence	clinical	1	1	
GALECTIN-1	chembl_clinical	drug	database_evidence	clinical	1	1	
GALECTIN-3	chembl_clinical	drug	database_evidence	clinical	1	1	
GARS	chembl_clinical	drug	database_evidence	clinical	1	1	
GART	chembl_clinical	drug	database_evidence	clinical	1	1	
GAS6	chembl_clinical	drug	database_evidence	clinical	1	1	
GB	chembl_clinical	drug	database_evidence	clinical	1	1	
GBA	chembl_clinical	drug	database_evidence	clinical	1	1	
GBA1	chembl_clinical	drug	database_evidence	clinical	1	1	
GC	chembl_clinical	drug	database_evidence	clinical	1	1	
GCGR	chembl_clinical	drug	database_evidence	clinical	1	1	
GCK	chembl_clinical	drug	database_evidence	clinical	1	1	
GD	chembl_clinical	drug	database_evidence	clinical	1	1	
GDF2	chembl_clinical	drug	database_evidence	clinical	1	1	
GE	chembl_clinical	drug	database_evidence	clinical	1	1	
GFRA1	chembl_clinical	drug	database_evidence	clinical	1	1	
GG	chembl_clinical	drug	database_evidence	clinical	1	1	
GGCX	chembl_clinical	drug	database_evidence	clinical	1	1	
GH	chembl_clinical	drug	database_evidence	clinical	1	1	
GHR	chembl_clinical	drug	database_evidence	clinical	1	1	
GHRHR	chembl_clinical	drug	database_evidence	clinical	1	1	
GHSR	chembl_clinical	drug	database_evidence	clinical	1	1	
GI	chembl_clinical	drug	database_evidence	clinical	1	1	
GIF	chembl_clinical	drug	database_evidence	clinical	1	1	
GIPR	chembl_clinical	drug	database_evidence	clinical	1	1	
GJ	chembl_clinical	drug	database_evidence	clinical	1	1	
GK	chembl_clinical	drug	database_evidence	clinical	1	1	
GL	chembl_clinical	drug	database_evidence	clinical	1	1	
GLA	chembl_clinical	drug	database_evidence	clinical	1	1	
GLP1R	chembl_clinical	drug	database_evidence	clinical	1	1	
GLP2R	chembl_clinical	drug	database_evidence	clinical	1	1	
GLRA1	chembl_clinical	drug	database_evidence	clinical	1	1	
GLRB	chembl_clinical	drug	database_evidence	clinical	1	1	
GLS	chembl_clinical	drug	database_evidence	clinical	1	1	
GLUCLX	chembl_clinical	drug	database_evidence	clinical	1	1	
GLUCOKINASE	chembl_clinical	drug	database_evidence	clinical	1	1	
GLYPICAN-3	chembl_clinical	drug	database_evidence	clinical	1	1	
GM	chembl_clinical	drug	database_evidence	clinical	1	1	
GMCSFR-ALPHA	chembl_clinical	drug	database_evidence	clinical	1	1	
GMPS	chembl_clinical	drug	database_evidence	clinical	1	1	
GN	chembl_clinical	drug	database_evidence	clinical	1	1	
GNRHR	chembl_clinical	drug	database_evidence	clinical	1	1	
GP	chembl_clinical	drug	database_evidence	clinical	1	1	
GP1BA	chembl_clinical	drug	database_evidence	clinical	1	1	
GP2	chembl_clinical	drug	database_evidence	clinical	1	1	
GP41	chembl_clinical	drug	database_evidence	clinical	1	1	
GP6	chembl_clinical	drug	database_evidence	clinical	1	1	
GPA33	chembl_clinical	drug	database_evidence	clinical	1	1	
GPC3	chembl_clinical	drug	database_evidence	clinical	1	1	
GPD2	chembl_clinical	drug	database_evidence	clinical	1	1	
GPNMB	chembl_clinical	drug	database_evidence	clinical	1	1	
GPR109A	chembl_clinical	drug	database_evidence	clinical	1	1	
GPR119	chembl_clinical	drug	database_evidence	clinical	1	1	
GPR44	chembl_clinical	drug	database_evidence	clinical	1	1	
GPR84	chembl_clinical	drug	database_evidence	clinical	1	1	
GPRC5D	chembl_clinical	drug	database_evidence	clinical	1	1	
GR3	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIA1	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIA2	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIA3	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIA4	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIK1	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIK2	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIK3	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIK4	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIK5	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN1	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN2A	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN2B	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN2C	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN2D	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN3A	chembl_clinical	drug	database_evidence	clinical	1	1	
GRIN3B	chembl_clinical	drug	database_evidence	clinical	1	1	
GRM2	chembl_clinical	drug	database_evidence	clinical	1	1	
GRM3	chembl_clinical	drug	database_evidence	clinical	1	1	
GRM4	chembl_clinical	drug	database_evidence	clinical	1	1	
GRM5	chembl_clinical	drug	database_evidence	clinical	1	1	
GROEL2	chembl_clinical	drug	database_evidence	clinical	1	1	
GSC1	chembl_clinical	drug	database_evidence	clinical	1	1	
GSK3A	chembl_clinical	drug	database_evidence	clinical	1	1	
GSK3B	chembl_clinical	drug	database_evidence	clinical	1	1	
GSR	chembl_clinical	drug	database_evidence	clinical	1	1	
GSTP1	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1A1	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1A2	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1A3	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1B1	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1B2	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY1B3	chembl_clinical	drug	database_evidence	clinical	1	1	
GUCY2C	chembl_clinical	drug	database_evidence	clinical	1	1	
GWT1	chembl_clinical	drug	database_evidence	clinical	1	1	
GYRA	chembl_clinical	drug	database_evidence	clinical	1	1	
GYRB	chembl_clinical	drug	database_evidence	clinical	1	1	
HA	chembl_clinical	drug	database_evidence	clinical	1	1	
HAMP	chembl_clinical	drug	database_evidence	clinical	1	1	
HAP1	chembl_clinical	drug	database_evidence	clinical	1	1	
HAVCR2	chembl_clinical	drug	database_evidence	clinical	1	1	
HBA1	chembl_clinical	drug	database_evidence	clinical	1	1	
HBA2	chembl_clinical	drug	database_evidence	clinical	1	1	
HBB	chembl_clinical	drug	database_evidence	clinical	1	1	
HBCAG	chembl_clinical	drug	database_evidence	clinical	1	1	
HBEGF	chembl_clinical	drug	database_evidence	clinical	1	1	
HCAR2	chembl_clinical	drug	database_evidence	clinical	1	1	
HCK	chembl_clinical	drug	database_evidence	clinical	1	1	
HCN4	chembl_clinical	drug	database_evidence	clinical	1	1	
HCRTR1	chembl_clinical	drug	database_evidence	clinical	1	1	
HCRTR2	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC1	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC10	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC11	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC2	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC3	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC4	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC5	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC6	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC7	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC8	chembl_clinical	drug	database_evidence	clinical	1	1	
HDAC9	chembl_clinical	drug	database_evidence	clinical	1	1	
HELI	chembl_clinical	drug	database_evidence	clinical	1	1	
HEPARANASE	chembl_clinical	drug	database_evidence	clinical	1	1	
HEPCIDIN	chembl_clinical	drug	database_evidence	clinical	1	1	
HGF	chembl_clinical	drug	database_evidence	clinical	1	1	
HIV1	chembl_clinical	drug	database_evidence	clinical	1	1	
HLA-DRB1	chembl_clinical	drug	database_evidence	clinical	1	1	
HLA-DRB3	chembl_clinical	drug	database_evidence	clinical	1	1	
HLA-DRB4	chembl_clinical	drug	database_evidence	clinical	1	1	
HLA-DRB5	chembl_clinical	drug	database_evidence	clinical	1	1	
HLF	chembl_clinical	drug	database_evidence	clinical	1	1	
HLY	chembl_clinical	drug	database_evidence	clinical	1	1	
HMG1	chembl_clinical	drug	database_evidence	clinical	1	1	
HMGB1	chembl_clinical	drug	database_evidence	clinical	1	1	
HMGCR	chembl_clinical	drug	database_evidence	clinical	1	1	
HN1	chembl_clinical	drug	database_evidence	clinical	1	1	
HNF4A	chembl_clinical	drug	database_evidence	clinical	1	1	
HPD	chembl_clinical	drug	database_evidence	clinical	1	1	
HPL	chembl_clinical	drug	database_evidence	clinical	1	1	
HPSE	chembl_clinical	drug	database_evidence	clinical	1	1	
HRAS	chembl_clinical	drug	database_evidence	clinical	1	1	
HRH1	chembl_clinical	drug	database_evidence	clinical	1	1	
HRH2	chembl_clinical	drug	database_evidence	clinical	1	1	
HRH3	chembl_clinical	drug	database_evidence	clinical	1	1	
HRH4	chembl_clinical	drug	database_evidence	clinical	1	1	
HSD11B1	chembl_clinical	drug	database_evidence	clinical	1	1	
HSD11B2	chembl_clinical	drug	database_evidence	clinical	1	1	
HSD3B2	chembl_clinical	drug	database_evidence	clinical	1	1	
HSP90	chembl_clinical	drug	database_evidence	clinical	1	1	
HSP90AA1	chembl_clinical	drug	database_evidence	clinical	1	1	
HSP90AB1	chembl_clinical	drug	database_evidence	clinical	1	1	
HSPA1A	chembl_clinical	drug	database_evidence	clinical	1	1	
HSPA1B	chembl_clinical	drug	database_evidence	clinical	1	1	
HSPA8	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR1A	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR1B	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR1D	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR1E	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR1F	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR2A	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR2B	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR2C	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR3A	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR3B	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR3C	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR3D	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR3E	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR4	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR5A	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR6	chembl_clinical	drug	database_evidence	clinical	1	1	
HTR7	chembl_clinical	drug	database_evidence	clinical	1	1	
HTT	chembl_clinical	drug	database_evidence	clinical	1	1	
ICAM1	chembl_clinical	drug	database_evidence	clinical	1	1	
ICAM3	chembl_clinical	drug	database_evidence	clinical	1	1	
ICOS	chembl_clinical	drug	database_evidence	clinical	1	1	
ICOSLG	chembl_clinical	drug	database_evidence	clinical	1	1	
IDH1	chembl_clinical	drug	database_evidence	clinical	1	1	
IDH2	chembl_clinical	drug	database_evidence	clinical	1	1	
IDO1	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA1	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA10	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA13	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA14	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA16	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA17	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA2	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA21	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA4	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA5	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA6	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA7	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNA8	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNAR1	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNAR2	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNB1	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNG	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNGR1	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNGR2	chembl_clinical	drug	database_evidence	clinical	1	1	
IFNLR1	chembl_clinical	drug	database_evidence	clinical	1	1	
IGF1	chembl_clinical	drug	database_evidence	clinical	1	1	
IGF1R	chembl_clinical	drug	database_evidence	clinical	1	1	
IGF2	chembl_clinical	drug	database_evidence	clinical	1	1	
IGHE	chembl_clinical	drug	database_evidence	clinical	1	1	
IKBKB	chembl_clinical	drug	database_evidence	clinical	1	1	
IL-12A	chembl_clinical	drug	database_evidence	clinical	1	1	
IL-12B	chembl_clinical	drug	database_evidence	clinical	1	1	
IL10	chembl_clinical	drug	database_evidence	clinical	1	1	
IL10RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL10RB	chembl_clinical	drug	database_evidence	clinical	1	1	
IL11RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL12A	chembl_clinical	drug	database_evidence	clinical	1	1	
IL12B	chembl_clinical	drug	database_evidence	clinical	1	1	
IL13	chembl_clinical	drug	database_evidence	clinical	1	1	
IL13RA1	chembl_clinical	drug	database_evidence	clinical	1	1	
IL13RA2	chembl_clinical	drug	database_evidence	clinical	1	1	
IL15	chembl_clinical	drug	database_evidence	clinical	1	1	
IL15RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL17A	chembl_clinical	drug	database_evidence	clinical	1	1	
IL17F	chembl_clinical	drug	database_evidence	clinical	1	1	
IL17RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL18	chembl_clinical	drug	database_evidence	clinical	1	1	
IL18R1	chembl_clinical	drug	database_evidence	clinical	1	1	
IL18RAP	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1A	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1B	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1R1	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1RAP	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1RL1	chembl_clinical	drug	database_evidence	clinical	1	1	
IL1RL2	chembl_clinical	drug	database_evidence	clinical	1	1	
